"","full_text","display_text_range","retweet_count","favorite_count","lang","followers_count","friends_count","url","location","description","verified","default_profile"
"11","RT @CarbonBubble: In 2022 more people were employed by clean energy companies 📈 than by #FossilFuels 📉, according to a report by the IEA. T…",140,7,0,"en",33967,981,"https://t.co/k07W5NN0yA","WhatsApp +447516047901","- Senior @climate reporter, Bloomberg News
- Podcast https://t.co/GSEKKUmYV7 
- Also @akshatrathi@mastodon.green
- akshat.rathi@proton.me",TRUE,FALSE
"12","RT @VoltEuropa: 🌡️The days between 2022 and the beginning of 2023 have been extremely hot all over Europe.

🌱It is our responsibility to do…",140,9,0,"en",421,418,"https://t.co/uvcATfJJw5","Europe","Policy Co-Lead @voltdeutschland / Born at ~338ppm / #StandWithUkraine / Diversity Council & LGBTIAQ+ Co-Lead @volteuropa  | 🐘 https://t.co/xj9ScAGiwi",FALSE,TRUE
"13","RT @UN_News_Centre: Record-breaking warm weather across #Europe in early January has been bad for skiers heading to the slopes &amp; a sign of…",143,7,0,"en",2805,2647,"https://t.co/ysPDOx8GeQ","Vienna, Austria","Chief of Advocacy, UN Office on Drugs and Crime @unodc",FALSE,TRUE
"14","RT @VoiceQuetta: The scattered 5% of the population on 44% of the land of Pakistan is not allowing the Government to promote the society as…",140,3,0,"en",71,209,"https://t.co/kpORhefINY","Islamabad, Pakistan","(Environmental & Development) Economist/Manager, RASTA-PIDE | Former Researcher MH Human Development Centre & MHRC (LUMS) | Water Resources Management",FALSE,TRUE
"15","Around this time of the year, in the nomadic regions of the Uganda, bush burning is the order of the season, grazers burn down bushes/ grasslands in order to force/ speedup the regrowth of fresh 🌿 for animal grazing.

This leaves the land bare😭
#climatechange
#Thread https://t.co/jvOPDaMyOM",267,0,0,"en",2046,2002,NA,"Uganda, East Africa","#Agribusiness Expert🐷🐑🐐@rikolto| @YALIRLCEA| Communications| Rotaractor| Digital PR @rolid9213 22/23 #Student4Life
#Sapiophile",FALSE,FALSE
"16","2022 in Review – California Climate Change Policy and Legislation | National Law Review https://t.co/oRn9antANE

#law #policy #California #ClimateChange #legislation",165,0,0,"en",216,702,NA,"San Francisco Bay Area","Climate Action California brings together grassroots groups to advocate for policies & laws moving California and the nation to a low-emissions & just future.",FALSE,TRUE
"17","پاکستان اور متبادل توانائی کے ذرائع!! — ڈاکٹر حفیظ الحسن

https://t.co/4MN9TjTSix

#BaaghiTV #baaghinews #Pakistan ##OilGas #Offshore #AlternativeEnergy #Recruiting  #SDG7 #ClimateAction #Mbsolar  #GoSolar #GoGreen #CleanGreenPakistan #ClimateChange #AlternativeEnergy https://t.co/IIAyTKaK31",268,0,0,"ur",55832,17,"https://t.co/tCjJ6dCi3T","","A Digital web news network of Pakistan prevailing truth, justice and accountability shunning corruption  injustice , crime and terrorism.
#BaaghiTV  03030204604",FALSE,FALSE
"18","RT @GISP_Tweets: ""But with the disruption to global weather patterns that climate change is bringing the probability of seeing unusual weat…",140,1,0,"en",1044,1419,NA,"Washington, USA","I'm a 64 year old disabled progressive from the UK",FALSE,TRUE
"19","RT @Texas_Storm84: How do you feel about #climatechange and/or #politicalcorrectness? Read an informative exclusive #Excerpt on my blog fro…",140,1,0,"en",1384,4544,NA,"","A former theatre & concert lighting tech now deep into my books. Big fan of NCAA & CFL football & NHL hockey",FALSE,FALSE
"20","RT @the_ecofeminist: This is how climate change defines our election and democracy in Nigeria through flood, drought, conflict and migratio…",140,6,0,"en",500,386,NA,"DR Congo, Bukavu","climate activist @RiseUpMovDRC🇨🇩",FALSE,TRUE
"21","RT @SochVideos: سندھ حکومت کا دعوی تھا کہ ملیر ایکسپریس وے کی تعمیر میں کسی کو بے گھر نہیں کیا جائے گا۔ لیکن ہوا کیا؟

@BalochHafeez201 @Sa…",140,5,0,"ur",771,1774,"https://t.co/wNw8BhanWD","Pakistan","Green Pakistan Coalition
Nature Advocacy & Infohub
*Ecological_Civilization 生态文明* 
Ecosystem Restoration decade
Monitoring Litigation Participation Protest",FALSE,TRUE
"22","RT @ceo_plus_ch: Wer #ClimateChange immer noch als Glaubensfrage abtut, hat die letzten 30 Jahre gaaanz tief verschlafen.

Wendlers nächste…",140,1,0,"de",127,454,NA,"","Here to see what actually becomes of Twitter. SpaceX fan. Not a content creator, just an interested investor in future tech.",FALSE,TRUE
"23","RT @Kanthan2030: It's the manipulation of the Y-Axis! Rather than starting at 0, it starts at 260.

Now, the same data, same chart... with…",139,4,0,"en",7161,7342,NA,"Global🌎 🚫No lists","In this LIFE we are either Kings or Pawns, Emperors or Fools. You either make history or become part of it. You lead or follow. You have the power!",FALSE,FALSE
"24","The Partners for Climate Protection program has grown to over 500 members, representing +70% of Canada’s population. Find out more about how we’re helping #CDNmuni lower local #GHGs and tackle #ClimateChange: https://t.co/IIR5kOnVQj https://t.co/WXMbzj9n1s",232,1,1,"en",26921,10858,"https://t.co/SiCTSWTKGm","Ottawa, Canada","The Federation of Canadian Municipalities has been the national voice of municipal government since 1901. #CDNmuni En français : @ReseauFCM",TRUE,FALSE
"25","RT @poetryjukebox: Apply for Forage! A new #climatechange @poetryjukebox edition, curated by poets Emma Must &amp; @maria_mcmanus #EarthProject…",144,2,0,"en",744,1458,"https://t.co/mM0Q55mBgT","","Poems @stingingfly, poesie Trasferimenti (Zona Press), In giardino (Controluna Press) novel Tra mostri ci si ama @TranseuropaEd, @ACNIwriting, MA candidate SHC",FALSE,TRUE
"26","Renewable News by Sven.

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat #Nederland https://t.co/wFzrGav38G",213,0,0,"en",890,991,"https://t.co/atjXpYNOaz","Netherlands","Welcome to the twitterpage of Sven van Zanten. Sharing knowledge about future proof energy solutions, fighting climate change using technologic innovation.",FALSE,TRUE
"27","Sustainable cooling that doesn't warm the planet - Learn more about what a community designed for cool could look like, this week on #MeltonRecommends

https://t.co/GnYtWCZsgG

#DeepCollaborations #PowerfulActions #SDGAction #ClimateChange. #Sustainability",256,0,0,"en",2473,2126,"https://t.co/JquEVZW4Cj","global","501c(3) non-profit enabling #GlobalCitizenship across boundaries for #SDGAction | China, Chile, Germany, Ghana, India, USA | Melton Fellowships, Hubs, and more!",FALSE,FALSE
"28","Farmers Mix Trees, Crops, Livestock to Fight #ClimateChange - https://t.co/3WkfkdWplu https://t.co/QLlzasj4SC",85,1,1,"en",64992,9412,"https://t.co/szmHqpKrgV","Everywhere","Public News Service, a Certified B Corporation, lifts voices often unheard in mainstream media to 50 million+ news lovers per week. #NewsThatMatters",TRUE,FALSE
"29","RT @LBNLcs: How is climate change increasing the intensity of the #AtmosphericRiver and #BombCyclone currently pummeling California? 

Watc…",140,15,0,"en",113554,7113,"https://t.co/MmRVmJF3IV","Berkeley, CA","Official account for alumni and friends of the University of California, Berkeley #GoBears",TRUE,FALSE
"30","RT @PCarterClimate: 2022: UNPRECEDENTED EXTREME WEATHER DISASTERS
https://t.co/XlX9xBLM4X
#extremeweather #climatechange  #GlobalWarming ht…",140,6,0,"en",37633,88691,NA,"Silicon Valley California USA","Catastrophic Climate Chaos",FALSE,FALSE
"31","RT @poetryjukebox: Apply for Forage! A new #climatechange @poetryjukebox edition, curated by poets Emma Must &amp; @maria_mcmanus #EarthProject…",144,2,0,"en",3472,4461,"https://t.co/qldM6AC8tm","Belfast, Northern Ireland","Poet #Epilogue #Bind #Ellipses @poetryjukebox .",FALSE,FALSE
"32","Apply for Forage! A new #climatechange @poetryjukebox edition, curated by poets Emma Must &amp; @maria_mcmanus #EarthProject @QUBbioscience @QUBelfast @QUBIGFS. Submit by 22nd Jan your poem on the natural world. Follow the link for how to apply: https://t.co/B1VgOC0m6V",269,2,2,"en",3210,4998,"https://t.co/FXczsdeXuf","Belfast, Northern Ireland","Quotidian/Word on the Street Ltd #literature - spread the  word #ChangingTheMessage @ArtsCouncilNI @TNLUK",FALSE,TRUE
"33","In the 80s we referred to #globalwarming as a ‘slow motion catastrophe’ one we expected to kick in perhaps generations later
#climatechange But now we know different, and now we face a #climateemergency and international schools have a duty to promote #EcoLiteracy and #TeachGreen https://t.co/SiXqPiMzkH",280,0,0,"en",2667,3424,NA,"Global Citizen","Forty something eco warrior with an opinion on everything!",FALSE,TRUE
"34","Teaching #youth the value of our #natural world now is essential to preserving our #planet. https://t.co/mT38fJ9NdJ #KateBoylanAscione #ShortFilm #ClimateChange #Deforestation @sharemylesson @subjecttoclimat @ActualityAbroad https://t.co/75mytggjFy",224,0,0,"en",12947,12652,"https://t.co/STHxi7M0H6","","Design Activist #Arts #STEAM #Lifelonglearning #entrepreneur #design #dance #Creativity #film #Imagination #k12 #futureready @PlanetClassroom",FALSE,FALSE
"35","Newly developed #macromolecular model of #phytoplankton could have implications for climate research.

#climatechange #DNA #proteins #lipids #ecophysiology

 https://t.co/ZOYA5ILX9B",181,0,0,"en",104,84,"https://t.co/GLkKLFRrTP","College Park, MD","#Biology, from the molecular to #cellular. Maintained by David Kirschtel.
#microbiology #microbialecology #molecularbiology #evolution",FALSE,FALSE
"36","RT @dftindia: We need to take action now bcoz #climatechange is already happening whether we like it or not.Cause: Greenhouse gases trap th…",140,5,0,"en",15814,16868,NA,"Norway","learner/global educator/TOP 10 GTP/traveller/author/ESL/
techie/pacifist/PD/BYOD/ #GlobalGoals /edtech/#SDGs / HundrED & Varkey Ambassador/(she/her)",FALSE,TRUE
"37","RT @DaygloGooner: Love that @100clubLondon @steveigs with their rich history of #punk DIY the avant garde &amp; solidarity with those needing h…",144,5,0,"en",1137,42,NA,"London","",FALSE,TRUE
"38","RT @climatejsy: According to the @UN, a plant-based diet is one of the best ways to fight #climatechange !

Are you trying #Veganuary? http…",140,1,0,"en",126,145,NA,"Jersey, Channel Islands","Journalist for Bailiwick Express and Jersey Evening Post
✉ christie@bailiwickexpress.com",FALSE,TRUE
"39","RT @insilicoplants: ICYMI 🧬 🌾

Genotype specific P-spline response surfaces assist interpretation of regional #wheat adaptation to #climate…",140,2,0,"en",1335,275,"https://t.co/u9GuXc8LQH","","in silico Plants is an open-access journal dealing with all aspects of computational plant science. We are also at https://t.co/vr7XWJpNcM",FALSE,FALSE
"40","Four Catastrophic Disasters Due To Climate Change  https://t.co/bzd3OT4gi2

#CliamteCrisis #ClimateChange #freeAstroSci #ClimateStrike #ClimateActionNow #FollowTheScience #educativefeed #facts #didyouknow #science #environment #FridaysForFuture #CleanAir #Forests #Biodiversity https://t.co/RHscAk9mvn",277,0,0,"en",179,21,"https://t.co/7OkhtT5pkD","","WELCOME TO THE Official TWITTER PROFILE OF Free AstroScience Group! Our mission is to open your mind and divulgate Science and culture in a simple way.",FALSE,TRUE
"41","""But with the disruption to global weather patterns that climate change is bringing the probability of seeing unusual weather events in any season increases.""

https://t.co/Tu2dUHoF86 
#ClimateChange #Weather #LaNina https://t.co/xzop0r6LsX",216,1,1,"en",4721,105,"https://t.co/Nh7EhLKsTc","Planet Earth","#PublicPolicy #ThinkTank #MMT #JobGuarantee #GreenJobs #Solar #FullEmployment #GreenTech #Jobs #ClimateAction #LearnMMT #Wind #Geothermal #Aquaponics #NoPlanetB",FALSE,FALSE
"42","RT @VoiceQuetta: The scattered 5% of the population on 44% of the land of Pakistan is not allowing the Government to promote the society as…",140,3,0,"en",44345,3057,"https://t.co/nhQAQXf6FI","Pakistan","VC PIDE, Former Deputy Chairman Planning Commission Economist with long career in IMF author of 'looking back' available book stores and Amazon",FALSE,FALSE
"43","Through a life-cycle lens, #SJSU student and faculty researchers are combating the impacts of #climatechange through #wildfire mitigation and recovery, #ocean acidification solutions, sustainable #aquaculture, and innovative #greentech. 🌎 

More 👉 https://t.co/v6J0ayVOhk https://t.co/ybKaQaBn8x",271,0,0,"en",250,274,"https://t.co/FY5VwvOowU","San Jose, CA","👉🏽 Inspiring #innovation and #research that directly benefits our #diverse communities, and beyond. 🌎",FALSE,TRUE
"44","Thanks to @Aquatech for sharing a summary of our latest report, where we outline how #water and #climatechange are linked, and how the water sector can make a difference. 

Read the article: https://t.co/lH0lj0EoB5",214,0,0,"en",936,312,"https://t.co/LkSWdSwdXS","Toronto, Ontario","XPV Water Partners is comprised of experienced water entrepreneurs and investment professionals dedicated to making a difference in water. #InvestInWater",FALSE,TRUE
"45","#Indonesia to restore 600,000 hectares of degraded #mangrove forests by 2024

https://t.co/jXzqjwhIy8

#deforestation #climatechange https://t.co/p4rRk8JfmD",132,0,0,"en",26814,1426,"https://t.co/k7PQCR3D2c","London UK","We investigate and campaign against environmental crime and abuse.",FALSE,FALSE
"46","How @EPA Can Help #WaterUtilities Be More #ClimateChange Resilient https://t.co/uX9wzTeh0k https://t.co/lnjcZVBDyZ",90,0,0,"en",25885,754,"https://t.co/gMoeLdtvqp","Philadelphia","Breaking news and resources from the water, wastewater, and stormwater industries. Please follow our chief editor @KevinOnWater.",FALSE,FALSE
"47","#WakeUpAmerica #CNN #2000Mules #chinacovid #UnitedCup #BillsMafia #TRUMP2023 #climatechange #BLACKPINK #nlrb #NRA https://t.co/PpEYEDC0UG",113,0,0,"und",68,333,NA,"","35 year Procurement Director",FALSE,TRUE
"48","RT @ArshtRock: In a world of rising temperatures, #ClimateChange is worsening maternal health disparities. Extreme heat and air pollution a…",140,0,0,"en",2396,3692,"https://t.co/1CbCBxMr7e","Washington, DC","SVP & Dir, Arsht-Rock Resilience Center @ArshtRock @AtlanticCouncil Climate, #ExtremeHeat & Finance, 💚insurance 4 adaptation. Globalist, Conservationist, TMO",FALSE,TRUE
"49","This is exactly what a good #ClimateAction looks like: it is #GenderInclusive, and it empowers women 👩 to be at the frontlines in the fight against #ClimateChange and #GlobalWarming! 💪🍃🌍 https://t.co/ppSGq652M6",186,0,0,"en",3620,906,"https://t.co/sD2LcAk8qc","Nairobi, Kenya","@UNDP-@unepwcmc-@unesco Initiative for science-policy-practice collaboration for #Biodiversity & #EcosystemServices globally.
Supported by @iki_germany @SwedBio",FALSE,FALSE
"50","RT @UNEP_NYO: Conservationist &amp; @UNEP #EarthChamp Tino Aucca Chutas visited @UN HQ &amp; met with #UNEP NYO Director @JamilBAhmad. Tino’s work…",147,3,0,"en",93,18,NA,"United States","Director of Intergovernmental Affairs at UN Environment Programme, New York. Passionate advocate of environmental sustainability and youth empowerment.",FALSE,TRUE
"51","RT @WaterAssetMgt: The primary negative impact of #ClimateChange is intensification of drought and flood. WAM’s Global Water Equity Portfol…",140,1,0,"en",945,1235,NA,"ÜT: 40.761675,-73.977699","Delsonic",FALSE,FALSE
"52","""#Blockchain can be used in the tracking &amp; verification of carbon credits, in efforts to reduce GHG emissions &amp; address climate change""
Latest article by Dr.@SunSutthi on Future of auditing #ClimateChange:When Blockchain will improve climate accountability
https://t.co/na7qx1boOh",288,0,0,"en",586,342,"https://t.co/qTCRyEwj2d","Bangkok, Thailand","Chair of Asian Organization of Supreme Audit Institutions 2021-24.
Governing Board Member of International Organization of Supreme Audit Institutions 2019-24",FALSE,TRUE
"53","RT @UNBiodiversity: Earth's natural carbon sinks are critical for slowing down #ClimateChange.🌿🌳🌏

In fact, soil contains more carbon than…",139,89,0,"en",21,106,NA,"United Kingdom","‘In our changing world nothing changes more than Geography’ P.Buck Geo News and articles. Mr. J Lutz Geography Curriculum Advisor Views my own He/Him #geography",FALSE,TRUE
"54","RT @fly_press: Do you think we are developing an emotional vocabulary for #climatechange? Love this review of #ecopoetry collection We Saw…",139,2,0,"en",553,766,"https://t.co/z6Q3D139AQ","","Debut novel A BAD DECADE FOR GOOD PEOPLE out Summer 23 via Parthian Books. M4C researcher @ UoL. Curator @ Writers on Research. Creative Writing BA/MA. Bald.",FALSE,TRUE
"55","""While families across the country wrestle with how to explain climate change to children, Florida kids have an especially stark reminder."" With a reference to the ""Making the Grade?"" report from NCSE and @TFN! 

#ClimateEdNow #ClimateChange
https://t.co/qm0Lo0UMfr",265,0,0,"en",34847,1066,"https://t.co/73v7lZs2cL","Oakland, CA","Promoting and defending accurate and effective evolution and climate education.",FALSE,FALSE
"56","RT @fklivestolearn: The world sees record #heatwaves - #ClimateCrisis #future  #climatechange @technicitymag 

@TylerCohenWood @DigitalFawa…",140,3,0,"en",51,44,"https://t.co/jWThrSwY7E","","Empowering you with the latest in #Technology, #Science, #Space and #Finance! - LinkTree: https://t.co/iDQ9Xrkjeg @fklivestolearn @stephenreza",FALSE,TRUE
"57","RT @ramveertanwarg: नगर वन ग़ाज़ियाबाद!
वर्तमान में इतिहास लिखने का आनंद
#Pondman #urbanforest #climatechange 
@NSA_GNN @MSTawarIAS @Arvind…",140,3,0,"hi",721,460,NA,"Noida, India","HT Media Senior Reporter, Noida",FALSE,TRUE
"58","RT @OxEconRecovery: U.S. floats new steel, aluminum tariffs based on carbon emissions.

#climatechange #carbonfootprint
#climatechange

htt…",140,1,0,"en",489,84,NA,"","35 years in Midtown Manhattan, working on serious problems and finding serious solutions along with my exceptionally creative associate, Mr.Richie Havens!",FALSE,TRUE
"59","RT @HollyAPetersen: As the new year sweeps on by, let's celebrate some climate wins of 2022 🎉🌏💚
#ClimateChange
#ClimateCrisis https://t.co/…",140,6,0,"en",204,1983,"https://t.co/axUgdIGtvd","ENVIROMENTAL NATIONS HQ","A PARAMOUNT BLOK-ARMY WITH OVER  22,OOO,Cryptos & 530 EXCHANGES.THEY ARE COLONIZING ,& FOUNDING THIS VR3D MEGA-VERSE.WHO'S GOT YOUR BACK,LEGIONS OF MILLIONAIRES",FALSE,FALSE
"60","1 of 2000
That's my personal target for 2023.
I support my president in the 15B trees plan.
Countering #ClimateChange requires individual action. 
I stand counted. #ItBeginWithMe #ClimateAction https://t.co/GSc27w97sA",193,0,3,"en",4079,2602,"https://t.co/37nNoIpm4k","Nairobi, Kenya.","Director @PeaceAmbsKenya
#PeaceAmbassador #Environmentalist #Photography enthusiast
Philosophy: #ItBeginWithMe #IfItsMeantToBeItWillBe",FALSE,FALSE
"61","RT @CambridgeJBS: Cambridge Judge Business School faculty offer their insights and opinions on what to expect in #2023 in areas ranging fro…",140,1,0,"en",950,802,"https://t.co/7V0euxgPx6","Cambridge","Deputy Director @CJBS_MstEnt, Management Practice Associate Professor @CambridgeJBS @Cambridge_Uni
 #Entrepreneurship #gender #Pivoting Retired archaeologist",FALSE,FALSE
"62","RT @top_politiek: @Wim04789402 @JOVD @VVD #ClimateChange is invented by a Canadian oil and mineral businessman who ""dropped out of high sch…",140,2,0,"en",565,763,NA,"Breda, Nederland","Objectief",FALSE,TRUE
"63","US Misses Self-Imposed Deadlines For Several Environmental Goals https://t.co/8GyE3oLmEZ #Tesla #EV #ClimateChange #Renewables #RenewableEnergy",143,0,0,"en",242,965,"https://t.co/istY1Bq9cf","","Zulu, X-ray, Charlie etc... Enthusiastic EV driver & advocate. Failed techblogger. Failed YouTuber. I like yellow. Get your Elon's Song NFT here:",FALSE,TRUE
"64","#environmentalism #climate #climatechange #climatecrisis #college #collegelife #studentaction #activism #activists #organizing #environmentalorganizing #environmentalactivism #climateactivism #climateaction #indigenous #traditionalecologicalknowledge https://t.co/K6eJCjTqyG",250,0,0,"und",1863,1705,"https://t.co/f7YfqXVWUK","Washington, DC","An association for the integrity of the environment and human health.
Visit the link below to connect with us on other platforms and sign up for newsletters.",FALSE,FALSE
"65","RT @mindingottawa: DOCUMENTS: Canada has so many #PolarBears they're a nuisance, says federal report contradicting @CathMckenna claims #Cli…",140,679,0,"en",306,939,NA,"AB, BC, MB, ON, Canada","Father, Husband, concerned Tax payer. Life is effort and I’ll stop when I die! Wubba lubba dub dub!",FALSE,TRUE
"66","RT @KamiarMohaddes: with @MatthewAgarwala, @matt_burke1, @PatrycjaKlusak &amp; @MoritzKraemerDr  (see: https://t.co/gcrIFqAZOZ) as well as the…",143,3,0,"en",126,479,"https://t.co/3EYpfeWWny","Sheffield, England","Lecturer in Finance @sheffhallamuni. Interested in asset pricing, climate finance and bouldering.",FALSE,TRUE
"67","The amazing system #plants use to shape their #roots and why it could help protect #crops from climate change

#signalling #development #climatechange #agriculture

 https://t.co/0Ja4qUqTbV",189,0,0,"en",104,84,"https://t.co/GLkKLFRrTP","College Park, MD","#Biology, from the molecular to #cellular. Maintained by David Kirschtel.
#microbiology #microbialecology #molecularbiology #evolution",FALSE,FALSE
"68","SteamDrills -We cannot hold back what's coming any longer.Not without you.We need you.We need your help #ClimateChange #Coal 5Star",130,0,0,"en",24547,26778,"https://t.co/TShb2oAGhd","Taos, New Mexico, USA","Red hair, friend of mystics, author 9 plays, 16 books, lives in an Earthship in desert, grows tomatoes, bakes bread, drinks tea, writes about love & revolution.",FALSE,FALSE
"69","RT @RecreationLaw: Colorado Front Range is going to run out of water, the aquifer relied upon is going to dry up https://t.co/s3wdIJLlv6

#…",140,2,0,"en",1057,391,"http://t.co/pueti7PZSU","","I'm an attorney, speaker and writer who specializes in human powered recreation law. Request a call: https://t.co/ZKgFEelW3N",FALSE,FALSE
"70","U.S. floats new steel, aluminum tariffs based on carbon emissions.

#climatechange #carbonfootprint
#climatechange

https://t.co/N0X6g5P3IX",139,1,1,"en",3341,3814,"https://t.co/oWSYrN0fCj","","The OUERP brings together world leading economists, engineers, and policy experts to shape policy for a prosperous and sustainable future.",FALSE,TRUE
"71","RT @PCarterClimate: WORST EVER DROUGHT HORN OF AFRICA
 (NASA Dec 2022)
Global warming, Indian Ocean warming, &amp; La Niña  4 dry rainy seasons…",144,106,0,"en",405,723,NA,"","Views are my own. Peace not war.",FALSE,TRUE
"72","How do you feel about #climatechange and/or #politicalcorrectness? Read an informative exclusive #Excerpt on my blog from the #nonfiction DOOMED, UNLESS by Luc Gagnon &amp; enter the #giveaway 2 #win $15 #Amazon or B&amp;N #GiftCard. @tellwelltalent @GoddessFish 

https://t.co/R2zxptNWUR https://t.co/BIEjARWKmL",288,1,0,"en",3654,3224,"https://t.co/ABZUb4haNN","Texas","Book Blogger. Loves hotels, travel, pizza. 2 kids. 1 dog. Teacher. INFJ. Abnegation. 🌈 LGBTQ+. Pan/Bi. 🏳️‍🌈 Venmo: Texas_Storm & CashApp: $TexasRainbows",FALSE,FALSE
"73","An incredible first family ski trip to the Austrian Alps. Snow on the glacier at 3000m but villages astonishingly green with zero snow and many lower slopes closed. Plenty of talk about hottest year on record but frightening to see what this pattern might mean. #climatechange https://t.co/ZAS5xrzV9x",276,0,1,"en",814,1246,"https://t.co/o3PJVbmMak","","Wine Business Consultant. WSET Dip. Love to talk & to explore wine. Eating good food while doing both is best. Want to see REAL climate action by govt & corps",FALSE,TRUE
"74","For those interested in GIS and climate change, this is a great resource to improve ove your #skills in building resilience of communities against imaovtsbif #climatechange https://t.co/6hUA1SpdZy",196,0,0,"en",375,713,NA,"Kenya","Data Scientists-GIS & Remote Sensing. Project Management. Wildlife. GGMU Supporter. Boychild Ambassador. Views are Mine. Retweets aren't Endorsement",FALSE,TRUE
"75","RT @Climate4Health: Do you need a health leader to speak on #ClimateChange at your upcoming conference, forum, or meeting? Request a @Clima…",140,1,0,"en",6952,6372,"https://t.co/rZUVjt8ula","Washington, DC","Empowering people with greater understanding about #PublicHealth, #Maps & everything in between. 🌍⚕️🗺️
#PublicHealthMaps | #MapOfTheWeek",FALSE,FALSE
"76","RT @WIONews: India leads the fight against #climatechange, clears $2.11 billion incentive 

@PriyankaSh25 brings you this report by @sidhan…",140,24,0,"en",162,1858,NA,"Bharat","Sarcastic. RT and Tweets are meant to be understood anyway you interpret as per your IQ",FALSE,TRUE
"77","RT @FrasierHarry: Berlin’s universities go almost #meatfree as students prioritise the planet and the climate.
#vegan #veganuary #plantbase…",140,48,0,"en",1799,1345,NA,"Merton, London","Scottish Father, English Mother. Life is a gift - all animals deserve a life of freedom. Football Fan (Villa, Dover, Motherwell, Tooting&Mitcham) #quotes #vegan",FALSE,FALSE
